root_id,processed_labels
720575940615802324,['Dm2b; Dm2']
720575940615803954,['T4b; FBbt_00003733']
720575940615807894,['Y3; FBbt_00003914']
720575940615809174,['Retinula axon; R1-6']
720575940615811634,['SLPal5']
720575940615817794,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940615818764,['Lamina monopolar 4; L4']
720575940615819114,['Dm1; Distal medullary amacrine neuron 1; FBbt_00003768']
720575940615824534,['Retinula axon; R7']
720575940615828074,['Retinula axon; R1-6']
720575940615828274,['CREa2_ventral']
720575940615830934,['Retinula axon; R1-6']
720575940615833174,"['ORN_VC4; Or67c; FBbt_00067027', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940615833574,['LC10']
720575940615837234,['Y1; FBbt_00003912']
720575940615839174,"['Kenyon_cell, KC alpha beta, KC ab', 'MBp4']"
720575940615845014,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940615855254,['Proximal medulla 1a; Pm1a']
720575940615857814,['Mi10; Medullary intrinsic neuron 10; FBbt_00003785']
720575940615858644,"['Kenyon_cell, KC gamma, KC y']"
720575940615861654,"['Distal medullary 2; Dm2', 'Dm2']"
720575940615872874,['T4d']
720575940615877094,['DM4_medial']
720575940615886534,['LHCENT6#1']
720575940615892374,['not a neuron']
720575940615893554,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940615894934,['Lamina monopolar 1; L1']
720575940615901234,['Transmedullary 5; Tm5']
720575940615903894,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940615915974,['Lamina monopolar 3; L3']
720575940615916594,['Centrifugal 3; C3; FBbt_00003744']
720575940615921474,['T1']
720575940615940364,['T4d; FBbt_00003735']
720575940615944514,['tm21']
720575940615944854,['T5d; FBbt_00003740']
720575940615945794,"['lobula columnar neuron LC10; (e.g. Otsuna and Ito J Comp Neurol 2014, Costa et al. Neuron 2016, Wu et al. eLife 2016)']"
720575940615952434,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940615956934,['T2; FBbt_00003728']
720575940615962774,['Retinula axon; R1-6']
720575940615971634,"['Dm3q', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940615972294,['Tm9; Transmedullary neuron 9; FBbt_00003797']
720575940615974294,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940615974854,['Tm9; Transmedullary neuron 9; FBbt_00003797']
720575940615980044,"['tm21', 'Tm4a']"
720575940615980694,['Dm15; Distal medullary amacrine neuron 15; FBbt_00111276']
720575940615985164,['T4a; FBbt_00003732']
720575940615985814,['Transmedullary 5b; Tm5b']
720575940615990284,['Tm6; Transmedullary neuron 6; FBbt_00003794']
720575940615990834,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940615993194,['Retinula axon; R1-6']
720575940616001804,['T2a; FBbt_00003729']
720575940616002154,['Lamina monopolar 1; L1']
720575940616006434,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940616008854,"['LPLC2, lobula plate-lobula columnar neuron 2, FBbt_00111763']"
720575940616017514,['L1 Lamina Monopolar']
720575940616018794,['Retinula axon; R1-6']
720575940616019724,['T4a; FBbt_00003732']
720575940616020274,['T4d; FBbt_00003735']
720575940616024844,['TmY14; Transmedullary Y neuron 14; FBbt_00111286']
720575940616026124,"['(new type) Serpentine Distal Medulla 100_67; SDm100_67', 'Mti_unknown_15']"
720575940616027714,"['T2a; FBbt_00003729', 'T2']"
720575940616030694,"['T2; FBbt_00003728', 'T2 (Fischbach and Dittrich, 1989)']"
720575940616036364,['T2a; FBbt_00003729']
720575940616038294,['unclassified_IN_FW_398']
720575940616038924,['T3; FBbt_00003730']
720575940616052054,['T4b; FBbt_00003733']
720575940616055764,['MeTu4c']
720575940616058124,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940616060684,"['(new type) Medulla Tangential Intrinsic 123_37; Mti123_37', 'Mti_unknown_3']"
720575940616062294,['(new type) Lobula Medulla 102b_L3-M8; LM102b_L3-M8']
720575940616066154,['T5a; FBbt_00003737']
720575940616069644,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940616073834,['Retinula axon; R8']
720575940616074764,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616082994,['T2a; FBbt_00003729']
720575940616085334,['pC1-projection (not pC1)']
720575940616085884,"['Distal medulla 2b; Dm2b', 'Distal medullary 2; Dm2']"
720575940616091954,['T5c; FBbt_00003739']
720575940616093964,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940616094274,['Proximal medulla 1a; Pm1a']
720575940616096834,['TmY16; Transmedullary Y neuron 16; https://doi.org/10.1016/j.cub.2022.06.061']
720575940616098354,['gustatory receptor neuron/GRN?']
720575940616098644,['aDT6b']
720575940616103254,"['adult fan-shaped body horizontal delta neuron K; EBFB3, 4D5FB6; hDeltaK; hΔK; FBbt_00052287']"
720575940616109254,['Lamina monopolar 2; L2']
720575940616111814,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940616113414,['Retinula axon; R1-6']
720575940616114374,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940616115654,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940616116054,['L5']
720575940616118634,"['(new type) Medulla Tangential Intrinsic 142_89-12; Mti142_89-12', 'Distal medullary amacrine neuron']"
720575940616122674,['T5a; FBbt_00003737']
720575940616131014,['Y3; FBbt_00003914']
720575940616131084,['Lamina monopolar 5; L5']
720575940616132294,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940616134924,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940616141324,['T5b; FBbt_00003738']
720575940616141874,['T4a; FBbt_00003732']
720575940616142534,['(new type) Lobula plate Columnar_101-34; Lpc101-34']
720575940616145164,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616148074,['Proximal medulla 1a; Pm1a']
720575940616148604,['(new type) Serpentine Distal Medulla 100_67; SDm100_67']
720575940616149204,['T5b; FBbt_00003738']
720575940616150634,"['(new type) Medulla Lobula 108_M7-L6; ML108_M7-L6', 'Mti_unknown_3']"
720575940616163394,['Lamina monopolar 2; L2']
720575940616169794,['Retinula axon: R1-6']
720575940616170034,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940616182594,['Lamina monopolar 5; L5']
720575940616182834,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940616188684,"['TmY10; Transmedullary Y neuron 10; FBbt_00003828', 'Transmedullary neuron 16, Tm16, FBbt_00003804 (Fischbach & Dittrich, 1989)']"
720575940616190164,['MeTu1']
720575940616198434,['VLPd&p1_posterior']
720575940616206534,"['Lamina monopolar cell 4, L4, FBbt_00003722 (Fischbach and Dittrich, 1989)']"
720575940616206914,['Retinula axon 1-6; R1-6']
720575940616209494,['T4c; FBbt_00003734']
720575940616210994,"['tm21', 'Transmedullary; Tm6']"
720575940616212034,['T3; FBbt_00003730']
720575940616212934,['T1']
720575940616213314,['Retinula axon; R1-6']
720575940616218324,['Transmedullary 5; Tm5']
720575940616224414,['T4c; FBbt_00003734']
720575940616241474,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940616250674,['Lamina monopolar 5; L5']
720575940616251334,['Mi2; Medullary intrinsic neuron 2; FBbt_00003777']
720575940616257804,['T4b; FBbt_00003733']
720575940616272434,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616275174,"['ORN_DC3; Or83c; FBbt_00067047', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940616280774,['Distal medullary 2b; Dm2b']
720575940616283714,['Retinula axon; R8']
720575940616289364,['L5']
720575940616290004,['MeTu4a']
720575940616291634,['Y3; FBbt_00003914']
720575940616294194,"['(new type) Medulla Tangential Intrinsic 123_37; Mti123_37', 'Mti_unknown_3']"
720575940616299314,['T4a; FBbt_00003732']
720575940616303774,['T4d; FBbt_00003735']
720575940616307284,"['L2, Lamina monopolar']"
720575940616313394,['Lamina monopolar 5; L5']
720575940616314054,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940616316884,['T5c; FBbt_00003739']
720575940616319554,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940616319794,['Tm32; Transmedullary neuron 32']
720575940616329684,['T5c; FBbt_00003739']
720575940616332354,['(new type) Medulla Lobula 101_M89-L235; ML101_M89-L235']
720575940616333874,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616334054,['Lobula columnar 10; Lc10']
720575940616351244,['Lamina monopolar 5; L5']
720575940616359124,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616363974,['(new type) Lobula Plate Intrinsic 102_12; Lpi102_12']
720575940616369474,['Retinula axon; R7']
720575940616374594,['Retinula axon 1-6; R1-6']
720575940616382014,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940616383174,['Retinula axon 1-6; R1-6']
720575940616390194,['Mi2; Medullary intrinsic neuron 2; FBbt_00003777']
720575940616392514,"['Transmedullary neuron 20, Tm20 [FBbt_00003808] (Fischbach and Dittrich, 1989 and Neuprint)']"
720575940616392934,['TmY14; Transmedullary Y neuron 14; FBbt_00111286']
720575940616400704,"['H-neuron (Lapraz et al. 2023), SLP-AB, SA1/2', 'LALv1']"
720575940616405554,['T1']
720575940616406284,['Lamina monopolar 3; L3']
720575940616406594,['Retinula axon; R1-6']
720575940616413234,['T2a; FBbt_00003729']
720575940616417804,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940616418354,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616419084,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940616420674,['Retinula axon; R1-6']
720575940616420914,"['Dm3q', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940616421094,['T4c; FBbt_00003734']
720575940616421644,['Dm11; Distal medullary amacrine neuron 11; FBbt_00111272']
720575940616428884,['JON-B (Kim et al 2020 J Comp Neurol 528:2068-2098)']
720575940616435654,['Retinula axon 1-6; R1-6']
720575940616440774,['Retinula axon; R1-6']
720575940616449074,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940616452914,"['T2a', 'T2; FBbt_00003728']"
720575940616464214,"['T2a; FBbt_00003729', 'T2 (Fischbach and Dittrich, 1989)']"
720575940616464434,['Lamina monopolar 5; L5']
720575940616465474,['Lamina monopolar 5; L5']
720575940616466444,['Y12']
720575940616476884,['Lobula Columnar neuron 18; LC18; Lcn18; FBbt_00111753']
720575940616478294,"['T4a; FBbt_00003732', 'lobula plate neuron']"
720575940616497214,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940616498754,['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135']
720575940616501314,['Tm5Y; Transmedullary neuron 5Y; FBbt_00003831']
720575940616505174,['Transmedullary Y 5a; TmY5a']
720575940616508994,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616509494,['DM6']
720575940616514354,['Lamina monopolar 4; L4']
720575940616515014,['Transmedullary 23; Tm23 (Fischbach and Dittrich 1989)']
720575940616515394,['Retinula axon; R1-6']
720575940616515814,['Centrifugal 3; C3']
720575940616516364,['Retinula axon; R1-6']
720575940616518854,"['Transmedullary neuron 20, Tm20 [FBbt_00003808] (Fischbach and Dittrich, 1989 and Neuprint)']"
720575940616527484,"['(new type) Serpentine Distal Medulla 100_67; SDm100_67', 'Mti_unknown_12']"
720575940616529894,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940616530374,['(new type) Lobula Lobula Plate 100_L5a6-LP1234; LLP100_L5a6-LP1234']
720575940616539334,['Retinula axon; R1-6']
720575940616553484,['Transmedullary Y 5a; TmY5a']
720575940616554764,['Retinula axon; R1-6']
720575940616559814,['Retinula axon 1-6; R1-6']
720575940616561494,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940616568114,['Centrifugal 3; C3; FBbt_00003744']
720575940616578594,['Y3; FBbt_00003914']
720575940616584204,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940616597334,"['descending_FW_101', 'DNg']"
720575940616598484,['Lobula columnar 10; Lc10']
720575940616607244,['Retinula axon; R1-6']
720575940616608454,['(new type) Lobula Columnar 139_L56-SLP357.CL096.PLP188.CL127; LC139_L56-SLP357.CL096.PLP188.CL127']
720575940616616204,['T2a; FBbt_00003729']
720575940616616514,['Lobula Columnar neuron 22; LC22; Lcn22; FBbt_00111757']
720575940616617484,"['Tm7; Transmedullary neuron 7; FBbt_00003795', 'Tm_unknown_1']"
720575940616620504,['Retinula axon 1-6; R1-6']
720575940616624214,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940616633664,['DM3_canonical']
720575940616644294,"['Dm3p', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940616661004,['Lamina monopolar 1; L1']
720575940616662284,"['l-LNv, large ventrolateral neuron, PDF expressing, Helfrich-Förster et al. 1998, FBbt:00003763, also called l-LNvX or l-LNv extra, morphological described in Schubert et al. 2018, FBbt:00047183', 'lLNv']"
720575940616662614,['Centrifugal 2; C2; FBbt_00003743']
720575940616663564,['Y3; FBbt_00003914']
720575940616673734,"['distal medulla neuron 4, distal medullary amacrine neuron Dm4, [FBbt_00003771] (Nern et al. 2015)']"
720575940616677154,['T4d; FBbt_00003735']
720575940616684594,['Y11']
720575940616690444,['Retinula axon 1-6; R1-6']
720575940616692274,['Lamina monopolar 4; L4']
720575940616703794,['Retinula axon; R1-6']
720575940616705734,['Retinula axon 7 R7']
720575940616706134,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940616715314,['Retinula axon; R1-6']
720575940616717874,['Retinula axon; R1-6']
720575940616720434,['Dm11; Distal medullary amacrine neuron 11; FBbt_00111272']
720575940616726284,"['Transmedullary Y neuron 17, TmY17 (A. Nern naming system)']"
720575940616732884,['VLPl2_ventral']
720575940616735574,['T5a; FBbt_00003737']
720575940616737734,['T5a; FBbt_00003737']
720575940616747934,['pCd1?']
720575940616758484,"['Transmedullary 27Y; Tm27Y', 'Transmedullary Y 12; TmY12']"
720575940616759014,['FLAa2']
720575940616759564,"['Dm3p', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940616760844,['(new type) Medula Lobula 102_M24-L45; ML102_M24-L45']
720575940616762054,['T1']
720575940616763734,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940616770134,['Transmedullary Y 5a; TmY5a']
720575940616776134,['Retinula axon; R1-6']
720575940616777024,['new_clone_4']
720575940616782534,['Centrifugal 2; C2']
720575940616784214,['DM6_inferior']
720575940616786444,['Retinula axon; R7']
720575940616789734,['transmedullary neuron Tm9; Cholinergic; FBbt_00003797']
720575940616792354,"['(new type) Medulla Tangential 104_M7-PLP; Mt104_M7-PLP', '(new type) Mt 104_M7; Mt 104_M7']"
720575940616793174,['Sensory Neuron']
720575940616799174,['Retinula axon; R7']
720575940616805644,['Retinula axon; R1-6']
720575940616808534,['T4d; FBbt_00003735']
720575940616815424,['DM5_dorsal']
720575940616820054,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940616821734,['T3; FBbt_00003730']
720575940616821824,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940616831794,"['Retinula axon; R7', 'R7']"
720575940616835014,['Retinula axon: R7']
720575940616836294,"['Retinula axon; R8-DRA', 'Retinula axon 7; R7']"
720575940616836364,"['Proximal medulla 2; Pm2', 'Proximal medullary amacrine neuron 2, Pm2, Pm2, FBbt_00003835, (Fischbach & Dittrich, 1989)']"
720575940616836564,['LHp2_lateral']
720575940616839654,['DM4_medial']
720575940616846934,['T5b; FBbt_00003738']
720575940616848214,"['Puddle; See Sterne et al., 2021; https://doi.org/10.7554/eLife.71679; See https://splitgal4.janelia.org/cgi-bin/view_splitgal4_imagery.cgi?line=SS27600#']"
720575940616850444,['Retinula axon; R1-6']
720575940616855074,"['PFNa, [FBbt_00111396]', 'DM3_CX']"
720575940616855494,['Retinula axon 1-6; R1-6']
720575940616861964,['T1']
720575940616867894,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940616882994,['Transmedullary 5c; Tm5c']
720575940616885824,['PFL1; name from DOI: 10.7554/eLife.66039']
720575940616890944,['T3; FBbt_00003730']
720575940616891734,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940616895244,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940616912214,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940616915174,['DM5_dorsal']
720575940616917004,['T5d; FBbt_00003740']
720575940616920844,['Retinula axon 1-6 R1-6']
720575940616925894,['T2a; FBbt_00003729']
720575940616936534,['Lamina monopolar 5; L5']
720575940616942934,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940616943444,"['lobula columnar neuron LC18, FBbt_00111753']"
720575940616948054,['Tm7; Transmedullary neuron 7; FBbt_00003795']
720575940616951124,['JO-E']
720575940616955404,['Lamina monopolar 2; L2']
720575940616957494,['Lamina monopolar 1; L1']
720575940616965644,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940616973654,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940616976434,"['LPLC4, lobula plate-lobula columnar neuron 4, FBbt_00111765']"
720575940616979654,['Retinula axon; R1-6']
720575940616981334,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940616982214,"['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135', 'Dm10; Lacking soma, extra branch']"
720575940616982614,['Lamina monopolar 2; L2']
720575940616982834,['T1']
720575940616984374,['L4']
720575940616984844,['Proximal medulla 1; Pm1']
720575940616988884,['Lamina monopolar 2; L2']
720575940616989964,['(new type) Lobula Plate Tangential 101_24; Lpt101_24']
720575940616994134,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940616996294,"['aSP18b, put_ADM06p']"
720575940616996364,['(new type) Lobula Intrinsic 105_235; Li105_235']
720575940617002274,['T3']
720575940617010444,"['(new type) Medulla Tangential 127_M7-CB0236.PS221.PS294; Mt127_M7-CB0236.PS221.PS294', '(new type) Lobula Tangential 128_L34-LC11.mALC1.Tm24; Mt128_L34-LC11.mALC1.Tm24', 'MeSps_unknown_2']"
720575940617013554,['DM6']
720575940617021234,"['AL local neuron, ALLN']"
720575940617027014,"['Lai, Lamina intrinsic neuron; FBbt_00003746', 'Lamina intrinsic; Lai']"
720575940617036044,['Mi2; Medullary intrinsic neuron 2; FBbt_00003777']
720575940617038534,['(new type) Transmedullary 113_M68-L5; Tm113_M68-L5']
720575940617042444,['Centrifugal 2; C2']
720575940617049394,['Retinula axon; R1-6']
720575940617056064,"['ORN_DL5; Or7a; FBbt_00067005', 'DL5 / Or7a ORN', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940617056724,['L4 Lamina Monopolar']
720575940617062194,['Distal medulla 9; Dm9']
720575940617063654,"['Translobula-plate 5; Tlp5 (with LOP arbors in layers 1 and 2, and large, sparse arbors in the LO)']"
720575940617066764,"['transmedullary Y neuron TmY15, GABAergic, FBbt_00048246']"
720575940617074004,['JO-F']
720575940617097684,['unclassified_IN_FW_173']
720575940617097814,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940617100044,['T5b; FBbt_00003738']
720575940617101654,['Lobula Plate intrinsic neuron 2-1; LPi2-1']
720575940617102604,['Retinula axon; R1-6']
720575940617104434,['Dm12; Distal medullary amacrine neuron 12']
720575940617108274,['VPNp&v1_ventral']
720575940617111894,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940617113174,['Centrifugal 3; C3']
720575940617134494,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940617136214,"['Lamina wide field 2; Lawf2; FBbt_00110065', 'Lawf2', 'Mi12']"
720575940617140544,['GF input neuron 5370272 SMA unclassified type 35']
720575940617141204,['T5a; FBbt_00003737']
720575940617143454,['CLp1']
720575940617145654,"['BM_InOm', 'eye_dorsal_MSB_FW_136']"
720575940617146454,['L4']
720575940617149014,['Y3; FBbt_00003914']
720575940617153254,['(new type) Lobula Medulla 102a_L234-M89; LM102a_L234-M89']
720575940617178584,"['Transmedullary 27Y; Tm27Y', 'Transmedullary Y 12; TmY12']"
720575940617189094,['(new type) Lobula Intrinsic 120_5-5; Li120_5-5']
720575940617189204,['(new type) Medulla tangential118_M89-Pm103_89.Y3.TmY11.Tm16 Mt118_M89-Pm103_89.Y3.TmY11.Tm16']
720575940617190374,['Tm8; Transmedullary neuron 8; FBbt_00003796']
720575940617195934,"['(new type) Medulla Lobula Visual Projection Neuron100_M8-L6-Tubu03.Li108b_345a6.Tm105_M7-L6 MLVPN100_M8-L6-Tubu03.Li108b_345a6.Tm105_M7-L6', 'MeTu4b']"
720575940617201894,['Transmedullary Y 5a; TmY5a']
720575940617208354,"['ORN_VM2; Or43b; FBbt_00067050', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940617208374,['MeSps_unknown_2']
720575940617211724,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940617212134,['JO-E']
720575940617223124,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940617226964,"['(new type) Transmedullary 103_M6-L5; Tm103_M6-L5', '(new type) Medulla Lobula 105_M6-L5; ML105_M6-L5']"
720575940617249254,['DNg']
720575940617259094,['T5a; FBbt_00003737']
720575940617260374,"['Lobula Tangential neuron 51; LT51; FBbt_00049861', 'LT51']"
720575940617270484,['T4c; FBbt_00003734']
720575940617296214,['T2; FBbt_00003728']
720575940617300054,"['Retinula axon; R8', 'R8']"
720575940617303014,['T5d; FBbt_00003740']
720575940617304404,['VLPl&p1_lateral']
720575940617306324,['T4d; FBbt_00003735']
720575940617311574,['MeTu4a']
720575940617322304,['T5a; FBbt_00003737']
720575940617333734,['T2; FBbt_00003728']
720575940617334614,['Distal medulla 2; Dm2']
720575940617336294,['Medulla Intrinsic Mi4']
720575940617347414,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940617349844,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940617349974,['(new type) Proximal Medulla 103_89; Pm103_89']
720575940617353024,['Dm15; Distal medullary amacrine neuron 15; FBbt_00111276']
720575940617361494,['Retinula axon; R1-6']
720575940617370324,"['Kenyon_cell, KC alpha beta, KC ab', 'MBp4']"
720575940617373494,['(new type) Transmedullary 100_M68-L5; Tm100_M68-L5']
720575940617385814,['Retinula axon; R1-6']
720575940617392214,['Retinula axon; R1-6']
720575940617393974,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940617398614,['Retinula axon; R1-6']
720575940617405494,['T2; FBbt_00003728']
720575940617416994,['Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']
720575940617424704,['Mi10; Medullary intrinsic neuron 10; FBbt_00003785']
720575940617428454,['(new type) Transmedullary 106_M7-L56; Tm106_M7-L56']
720575940617429824,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940617434324,['T4c; FBbt_00003734']
720575940617444254,"['BM_InOm', 'eye_dorsal_MSB_FW_119']"
720575940617449014,['Lamina monopolar 4; L4']
720575940617452774,['Tm9; Transmedullary neuron 9; FBbt_00003797']
720575940617454114,"['ORN_DC2; Or13a; FBbt_00067016', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940617454934,"['Distal medulla 2a; Dm2a', 'Distal medullary 2; Dm2']"
720575940617456214,['(new type) Lobula Intrinsic 122_56; Li122_56']
720575940617461844,['LALv1']
720575940617470164,['VLPl2_dorsal']
720575940617478374,['(new type) Medulla Lobula 100_M47-L6; ML100_M47-L6']
720575940617480094,"['LPLC2, lobula plate-lobula columnar neuron 2, FBbt_00111763']"
720575940617483094,['T4d; FBbt_00003735']
720575940617489954,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940617495894,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940617500884,['T4b; FBbt_00003733']
720575940617502164,['T5c; FBbt_00003739']
720575940617507894,['Centrifugal 3; C3']
720575940617509174,['T4a; FBbt_00003732']
720575940617513024,['lobula columnar neuron LC12; (e.g. Otsuna']
720575940617517524,"['T4c; FBbt_00003734', 'T4b']"
720575940617520084,['T5b; FBbt_00003738']
720575940617521894,"['Tm1; Transmedullary neuron 1; FBbt_00003789', 'Transmedullary neuron 1, Tm1, Tm1, FBbt_00003789 (Fischbach & Dittrich, 1989)']"
720575940617522904,['LHa1']
720575940617523174,"['ER6: Hulse, 2020']"
720575940617525204,['Transmedullary 20; Tm20']
720575940617542374,['Lamina monopolar 5; L5']
720575940617543124,['T5c; FBbt_00003739']
720575940617547494,['Centrifugal 2; C2; FBbt_00003743']
720575940617548884,['Transmedullary Y 5a; TmY5a']
720575940617557204,['T5d; FBbt_00003740']
720575940617557794,['T5a; FBbt_00003737']
720575940617565014,['Retinula axon; R8']
720575940617571894,['T3; FBbt_00003730']
720575940617582054,['Centrifugal 2; C2; FBbt_00003743']
720575940617582164,['Transmedullary 8; Tm8']
720575940617582804,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940617585364,['T5c; FBbt_00003739']
720575940617585624,['PFNd; FBbt_00111390']
720575940617588054,['Retinula axon; R1-6']
720575940617604564,['Transmedullary 20; Tm20']
720575940617607124,['tm21']
720575940617625044,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940617626324,"['Distal medulla 8; Dm8', 'Dm8']"
720575940617632414,['Tm6; Transmedullary neuron 6; FBbt_00003794']
720575940617634594,['T5b; FBbt_00003738']
720575940617637204,"['Mi1; Medullary intrinsic neuron 1; FBbt_00003776', 'Medulla Intrinsic Mi1']"
720575940617638814,['T5b; FBbt_00003738']
720575940617648614,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940617653204,['Lamina monopolar 3; L3']
720575940617655014,['Lamina monopolar 3; L3']
720575940617656404,['T2a; FBbt_00003729']
720575940617657684,['T3; FBbt_00003730']
720575940617666264,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940617667284,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940617671124,['T2; FBbt_00003728']
720575940617677524,['Transmedullary Y 12; TmY12']
720575940617678804,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940617683924,['Lamina monopolar 2; L2']
720575940617685734,"['(new type) Transmedullary 113_M68-L5; Tm113_M68-L5', '(new type) Transmedullary 108_M68-L5; Tm108_M68-L5']"
720575940617687894,['(new type) Medulla Lobula 104_M47-L6; ML104_M47-L6']
720575940617691294,"['Transmedullary Y neuron 17, TmY17 (A. Nern naming system)']"
720575940617691734,['Lobula Tangential neuron 1; LT1; FBbt_00003860']
720575940617694694,['T5d; FBbt_00003740']
720575940617695444,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940617697694,['Tm5Y; Transmedullary neuron 5Y; FBbt_00003831']
720575940617699414,['VLPl2_ventral']
720575940617710934,['Distal medulla 4; Dm4']
720575940617712214,['T5c; FBbt_00003739']
720575940617712674,['Transmedullary 5; Tm5']
720575940617720404,['T5a; FBbt_00003737']
720575940617729254,"['tm21', 'Transmedullary; Tm6']"
720575940617747614,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940617757414,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940617766374,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940617781734,['Tm1a; Transmedullary neuron 1a; FBbt_00048135']
720575940617788134,['Tm3; Transmedullary neuron 3; FBbt_00003791']
