root_id,processed_labels
720575940628786511,['JO-B']
720575940628787151,['SLPal5']
720575940628787221,['T2; FBbt_00003728']
720575940628788841,"['Mi9; Medullary intrinsic neuron 9; FBbt_00003784', 'Medulla intrinsic 9; Mi9']"
720575940628789551,['Retinula axon; R1-6']
720575940628791351,"['Mi13; Medullary intrinsic neuron 13; FBbt_00111283', 'Medullary intrinsic neuron Mi13, Mi13, FBbt_00111283 (Takemura et al. 2013)']"
720575940628791631,['Transmedullary 5; Tm5']
720575940628793591,['Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']
720575940628794371,['LHl4_anterior']
720575940628795121,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940628796521,"['T5a', 'T5']"
720575940628800811,['LHa1']
720575940628802041,"['EPG_L7', 'EPG_R7; EPG']"
720575940628805831,['Retinula axon 1-6; R1-6']
720575940628808391,['Lamina monopolar 2; L2']
720575940628811831,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940628813571,['Transmedullary 20; Tm20']
720575940628814391,['T2a; FBbt_00003729']
720575940628815381,['unclassified_IN_FW_611']
720575940628818791,['Tm2: Transmedullary neuron 2; FBbt_00003790']
720575940628819561,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940628823281,['Retinula axon; R7']
720575940628823401,['Y3; FBbt_00003914']
720575940628823811,"['T5a', 'T5']"
720575940628825091,['T4a; FBbt_00003732']
720575940628828631,"['BM_InOm', 'eye_dorsal_MSB_FW_74']"
720575940628831531,['T5c; FBbt_00003739']
720575940628834921,['T4d; FBbt_00003735']
720575940628835271,"['Tm113b', '(new type) Transmedullary 100_M68-L5; Tm100_M68-L5']"
720575940628838991,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940628842651,['T5d; FBbt_00003740']
720575940628842951,['T5b; FBbt_00003738']
720575940628843931,"['Kenyon_cell, KC alpha beta, KC ab', 'MBp4']"
720575940628844231,['Lamina monopolar 2; L2']
720575940628846491,"['Y4; FBbt_00003915', 'Y6; FBbt_00007580']"
720575940628850691,"['Mi13; Medullary intrinsic neuron 13; FBbt_00111283', 'Medullary intrinsic neuron Mi13, Mi13, Mi13, FBbt_00111283 (Takemura et al. 2013)']"
720575940628852891,['T5a; FBbt_00003737']
720575940628859751,"['Type 1 BPN (Bolt Protocerebral Neuron), (Bidaye et al., 2020)', 'BPN-like neuron', 'new_clone_4']"
720575940628860401,"['Dm3p', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940628864771,['Dm12; Distal medullary amacrine neuron 12; FBbt_00111273']
720575940628865641,"['ORN_VA1v; Or47b; FBbt_00067056', 'ALRN (sensory)']"
720575940628869391,['GNG_pr01']
720575940628869431,['T5d; FBbt_00003740']
720575940628874601,"['ORN_VA1d; Or88a; FBbt_00067057', 'Sensory Neuron (ALRN)']"
720575940628877161,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940628878441,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940628878791,['Lamina wide field 2; Lawf2; FBbt_00110065']
720575940628880131,['T5c; FBbt_00003739']
720575940628882731,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940628885251,"['Lamina monopolar 2; L2', 'L3 Lamina Monopolar']"
720575940628888731,['T3; FBbt_00003730']
720575940628889551,['Lobula Columnar neuron 9; LC9; Lcn9; FBbt_00100480']
720575940628896241,['Distal medullary 2; Dm2']
720575940628900081,['Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']
720575940628901831,['Retinula axon; R1-6']
720575940628906951,['Lamina monopolar 4; L4']
720575940628910441,['T4d; FBbt_00003735']
720575940628915191,['LHl1']
720575940628917251,['VLPl2_dorsal']
720575940628918581,['Tm4a; Transmedullary neuron 4a; FBbt_00110075']
720575940628919281,"['Tm5__to__hb1222778569', 'Tm8; Transmedullary neuron 8; FBbt_00003796']"
720575940628920571,['MeTu1']
720575940628924971,['T3; FBbt_00003730']
720575940628927491,['T4a; FBbt_00003732']
720575940628930151,['T2; FBbt_00003728']
720575940628951811,['T4a; FBbt_00003732']
720575940628953591,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940628955691,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940628955701,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940628956631,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940628958711,['gustatory receptor neuron/GRN?']
720575940628959431,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940628962891,['ascending_FW_40']
720575940628969371,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940628969781,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940628970481,['Centrifugal 3; C3']
720575940628970951,['Lobula plate intrinsic; Lpi']
720575940628974901,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940628986831,"['Distal medullary 2; Dm2', 'Dm2']"
720575940628987751,"['Centrifugal neuron 2, C2, FBbt_00003743 (Fischbach & Dittrich, 1989)']"
720575940628991431,['Retinula axon 1-6 R1-6']
720575940628993871,['DNg']
720575940628994101,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940628996201,['T4c; FBbt_00003734']
720575940628997531,['T4d; FBbt_00003735']
720575940629001201,['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135']
720575940629002601,['T4c']
720575940629002711,['Dm15; Distal medullary amacrine neuron 15; FBbt_00111276']
720575940629009351,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940629012431,['T1']
720575940629013251,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940629014001,['T5d; FBbt_00003740']
720575940629015851,"['Distal medullary 2; Dm2', 'Dm2']"
720575940629016791,['T2a; FBbt_00003729']
720575940629017591,['put_PVL18d']
720575940629022961,['Retinula axon 1-6; R1-6']
720575940629024241,['Retinula axon 1-6; R1-6']
720575940629030811,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940629031221,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940629032791,['PSp3_dorsal']
720575940629036331,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940629037611,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940629042161,['Retinula axon; R1-6']
720575940629044071,"['Sensory Neuron', 'JON-A (Kim et al 2020 J Comp Neurol 528:2068-2098)']"
720575940629045241,['Y3; FBbt_00003914']
720575940629049091,['Distal medulla 8; Dm8']
720575940629051651,['L2 Lamina Monopolar']
720575940629052871,['TmY14; Transmedullary Y neuron 14; FBbt_00111286']
720575940629055721,['JO-EDM_15; Catmaid ID: 13255697']
720575940629062811,"['(new type) Transmedullary 103_M6-L5; Tm103_M6-L5', '(new type) Medulla Lobula 105_M6-L5; ML105_M6-L5']"
720575940629063921,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940629065731,['TmY20; Transmedullary Y neuron 20']
720575940629068741,"['AL local neuron, ALLN']"
720575940629070851,"['Centrifugal neuron 3, C3, FBbt_00003744 (Fischbach & Dittrich, 1989)']"
720575940629071771,['L4']
720575940629075191,"['ORN_VM1; Ir92a; FBbt_00110012', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629075961,"['Dm2', 'Dm2a; Dm2']"
720575940629077191,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940629078011,['Lobula Columnar neuron 6; LC6; Lcn6; FBbt_00003876']
720575940629079031,['LHPV5b1']
720575940629079811,['Lamina monopolar 5; L5']
720575940629080731,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940629082371,['Lamina monopolar 5; L5']
720575940629083211,"['ALPN, VM2_vPN']"
720575940629083691,['Tm5Y; Transmedullary neuron 5Y; FBbt_00003831']
720575940629089231,['Dm8']
720575940629092551,['Retinula axon; R1-6']
720575940629092651,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940629093711,['Lamina monopolar 5; L5']
720575940629095171,['Lamina monopolar 5; L5']
720575940629101571,"['Transmedullary neuron 20, Tm20, [FBbt_00003808] (Fischbach and Dittrich, 1989 and Neuprint)']"
720575940629102891,"['L-neurons, OL-neurones, OCG01 (ocellar neurons with large diameter; part of comprehensive LPTC synaptic partner tracing by Chiappe Lab. OL-neurone naming from Nässel and Hagberg 1985, OCG01 from hemibrain)', 'giant ocellar interneuron (hemibrain nomenclature: `ON` just in ocellar nerve, `ON` is not a real cell type)']"
720575940629105001,['Lamina monopolar 4; L4']
720575940629106731,"['lobula columnar neuron LC10; (e.g. Otsuna and Ito J Comp Neurol 2014, Costa et al. Neuron 2016, Wu et al. eLife 2016)']"
720575940629107791,['T2a; FBbt_00003729']
720575940629111811,"['DmDRA1: Sancer, 2022']"
720575940629115651,"['Mi13; Medullary intrinsic neuron 13; FBbt_00111283', 'Medullary intrinsic neuron Mi13, Mi13, Mi13, FBbt_00111283 (Takemura et al. 2013)']"
720575940629116401,['T5a; FBbt_00003737']
720575940629117681,['Retinula axon 1-6; R1-6']
720575940629119491,['T2; FBbt_00003728']
720575940629120471,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940629124551,['Centrifugal 3; C3']
720575940629124711,['T3; FBbt_00003730']
720575940629126651,['BM_InOm']
720575940629135771,"['[Thursday 9:56 AM] IOANNIDOU, MARIA Tm9, transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)', 'transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940629136071,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629136881,['(new type) Medulla Tangential 108_7-SPS; Mt108_7-SPS']
720575940629136891,"['BM_InOm', 'eye_dorsal_MSB_FW_95']"
720575940629137001,['T4d; FBbt_00003735']
720575940629137231,['(new type) Lobula Columnar 102_L56-VES044.LT51.LC10; Lc102_L56-VES044.LT51.LC10']
720575940629137451,['TmY20; Transmedullary Y neuron 20']
720575940629138631,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940629143401,['Lobula intrinsic 18; Li18']
720575940629146711,"['Bitter Gustatory Receptor Neuron (GRN); See Engert et al., 2022; https://doi.org/10.7554/eLife.78110', 'sensory neuron', 'gustatory receptor neuron/GRN?']"
720575940629147471,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629151031,"['ORN_VM1; Ir92a; FBbt_00110012', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629151431,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629153641,['T5d; FBbt_00003740']
720575940629160491,['Lamina monopolar 4; L4']
720575940629161371,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629163931,['LHAV1a2']
720575940629170741,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940629171561,['Mi15']
720575940629174351,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940629175401,['Lobula Plate intrinsic neuron 3-4; LPi3-4']
720575940629179291,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940629180631,['Tm7; Transmedullary neuron 7; FBbt_00003795']
720575940629183311,"['Mi8; Medullary intrinsic neuron 8; FBbt_00003783', 'Mi9']"
720575940629185751,"['BM_InOm', 'eye_dorsal_MSB_FW_113']"
720575940629186921,['T5d; FBbt_00003740']
720575940629188081,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940629188251,['JO-E']
720575940629191211,['T3; FBbt_00003730']
720575940629196111,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940629201731,['unclassified_IN_FW_156']
720575940629203911,['MeTu3c']
720575940629205291,['T5b']
720575940629209911,['Lobula Plate Columnar neuron 1; LPC1; FBbt_00111767']
720575940629211191,['LALv1']
720575940629213801,['Retinula axon; R1-6']
720575940629215131,['T2a; FBbt_00003729']
720575940629218811,"['DN2, dorsal neuron group 2, morphological description in Reinhard et al. 2022, FBbt:00003630.']"
720575940629221891,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940629222761,['Retinula axon; R1-6']
720575940629223111,['T5c; FBbt_00003739']
720575940629233411,['Transmedullary 5; Tm5']
720575940629234331,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940629237191,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940629239631,['Lobula Columnar 101_L23456-LC10.LT65.CB0146; LC101_L23456-LC10.LT65.CB0146']
720575940629243121,"['(new type) Medulla Tangential Intrinsic 106a_7; Mti106a_7', '(new type) Medulla Tangential Intrinsic 106_7; Mti106_7', 'Mti_unknown_1']"
720575940629243191,['T5d; FBbt_00003740']
720575940629243291,['Transmedullary 25; Tm25']
720575940629243591,['Lamina monopolar 2; L2']
720575940629244751,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940629248771,['Tm31; Transmedullary neuron 31']
720575940629249591,"['ORN_VC2; Or71a; FBbt_00067041', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629253361,['Retinula axon; R1-6']
720575940629253431,['JO-F']
720575940629259831,['(new type) Lobula Columnar 109_L56-Li108b.LT58; Lc109_L56-Li108b.LT58']
720575940629266731,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940629267531,"['cLPTCrn (crab lobula plate tangential cell recurrent neuron; new cell naming in ongoing Chiappe Lab project. Part of comprehensive LPTC synaptic partner tracing), hemibrain PS079', 'LALv1']"
720575940629276751,['Lobula Plate Columnar neuron 1; LPC1; FBbt_00111767']
720575940629286991,['T5b']
720575940629288451,['T1']
720575940629289271,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940629289721,['lobula columnar neuron LC6; (e.g. Fischbach']
720575940629293671,['(new type) Lobula Intrinsic 120_5-5; Li120_5-5']
720575940629299791,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940629304681,['Retinula axon; R1-6']
720575940629305851,['Lobula columnar 10; Lc10']
720575940629306411,['L2 Lamina Monopolar']
720575940629313641,['Retinula axon; R1-6']
720575940629315371,['Retinula axon; R8']
720575940629316651,['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135']
720575940629317991,"['ALPN, multi_vPN']"
720575940629318351,['T5b; FBbt_00003738']
720575940629322491,"['Transmedullary neuron 20, Tm20, Tm20, FBbt_00003808 (Fischbach & Dittrich, 1989)']"
720575940629324791,"['AL local neuron, ALLN']"
720575940629325611,"['LPLC1, lobula plate-lobula columnar neuron 1, FBbt_00111762']"
720575940629326841,"['ORN_VM7v; Or59c; FBbt_00067007', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629329051,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629332021,"['Mi4; Medullary intrinsic neuron 4; FBbt_00003779', 'Medullary intrinsic neuron 4, Mi4, Mi4, FBbt_00003779 (Fischbach & Dittrich, 1989)']"
720575940629338011,['T4a; FBbt_00003732']
720575940629339751,['T5d; FBbt_00003740']
720575940629341851,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940629343591,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940629361231,['TmY14; Transmedullary Y neuron 14; FBbt_00111286']
720575940629364731,['T2a; FBbt_00003729']
720575940629365071,['Lamina wide field 2; Lawf2; FBbt_00110065']
720575940629366631,['T4a; FBbt_00003732']
720575940629369191,['T5b; FBbt_00003738']
720575940629372521,['Retinula axon; R7']
720575940629374971,['VPNp&v1_ventral']
720575940629377551,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940629377641,['Retinula axon; R1-6']
720575940629380201,['Retinula axon; R1-6']
720575940629381111,['Transmedullary 5a; Tm5a']
720575940629384091,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940629384271,"['LPLC2, lobula plate-lobula columnar neuron 2, FBbt_00111763']"
720575940629385771,"['(new type) Transmedullary 103_M6-L5; Tm103_M6-L5', '(new type) Medulla Lobula 105_M6-L5; ML105_M6-L5']"
720575940629387051,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940629390411,['SLPpm2']
720575940629396841,['L2 Lamina Monopolar']
720575940629400731,['Tm3; Transmedullary neuron 3; FBbt_00003791']
720575940629405801,['Retinula axon; R7']
720575940629406971,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629411781,"['Lobula Columnar Neuron LC17, FBbt_00111752', 'LC31-LIKE']"
720575940629414201,['AVLP_pr05']
720575940629416491,['Lamina monopolar 4; L4']
720575940629419111,['Tm7; Transmedullary neuron 7; FBbt_00003795']
720575940629424171,['TmY9; Transmedullary Y neuron 9; FBbt_00003827']
720575940629425001,['Retinula axon; R7']
720575940629425451,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940629425911,['T2; FBbt_00003728']
720575940629426161,['Retinula axon; R1-6']
720575940629433191,['T2a; FBbt_00003729']
720575940629436631,['lobula columnar neuron LC12; (e.g. Otsuna']
720575940629436971,['T2a; FBbt_00003729']
720575940629438251,"['(new type) Medulla Tangential 155 M78-Tm8.Pm102.TmY17; Mt155.M78-Tm8.Pm102.TmY17', '(new type) Medulla tangential 112_M8-Tm8.Pm102_8.TmY17; Mt112_M8-Tm8.Pm102_8.TmY17']"
720575940629441641,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940629441871,['Retinula axon 1-6; R1-6']
720575940629447171,['Lamina monopolar 4; L4']
720575940629448491,['Retinula axon; R1-6']
720575940629450831,['Mi14; Medullary intrinsic neuron 14; FBbt_00111284']
720575940629454321,"['Lamina monopolar cell 3, L3, FBbt_00003721 (Fischbach & Dittrich, 1989), missing soma and dendrites']"
720575940629459441,['EL; Projections of EL to Gall have not been found']
720575940629459671,"['lobula columnar neuron LC21, FBbt_00111756']"
720575940629465841,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940629467751,"['Tm3; Transmedullary neuron 3; Fischbach, K.F., Dittrich, A.P.M. (1989)']"
720575940629473871,['Lamina monopolar 4; L4']
720575940629474801,['Proximal medulla 1a; Pm1a']
720575940629476081,['Dm1; Distal medullary amacrine neuron 1; FBbt_00003768']
720575940629478811,"['Centrifugal neuron 3, C3, C3, FBbt_00003744 (Fischbach & Dittrich, 1989)']"
720575940629479931,['T2a; FBbt_00003729']
720575940629481371,['T5a; FBbt_00003737']
720575940629484791,['Lobula Columnar neuron 13; LC13; Lcn13; FBbt_00100485']
720575940629485041,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940629486891,['T4c; FBbt_00003734']
720575940629488171,['Tm5Y; Transmedullary neuron 5Y; FBbt_00003831']
720575940629489751,['(new type) Lobula Intrinsic 109_456; Li109_456']
720575940629491611,['T5b; FBbt_00003738']
720575940629492011,"['Mi4; Medullary intrinsic neuron 4; FBbt_00003779', 'Medullary intrinsic neuron 4, Mi4, Mi4, FBbt_00003779 (Fischbach & Dittrich, 1989)']"
720575940629492071,['Transmedullary Y 5a; TmY5a']
720575940629493251,['T4d; FBbt_00003735']
720575940629495281,['Lamina monopolar 1; L1']
720575940629495631,"['LC10 (Wu, 2016)']"
720575940629497431,"['ORN_DM6; Or67a; FBbt_00067020', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629500521,"['Lamina monopolar 1; L1', 'L1']"
720575940629502251,['DNa']
720575940629505521,['T1']
720575940629508081,['Lamina monopolar 2; L2']
720575940629508711,['T3; FBbt_00003730']
720575940629511171,['(new type) Serpentine Distal Medulla 103_34567; SDm103_34567']
720575940629512491,['Mi15; Medullary intrinsic neuron 15; FBbt_00111285']
720575940629513231,"['Transmedullary Y neuron 17, TmY17 (A. Nern naming system)']"
720575940629517051,['pIP14']
720575940629518441,['Lamina monopolar 3; L3']
720575940629523971,['Hofbauer-Buchner eyelet']
720575940629531351,['aIPg3']
720575940629532971,['Retinula axon; R1-6']
720575940629534211,['Centrifugal 3; C3']
720575940629539431,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940629541891,"['(new type) Medulla Lobula 101_M89-L235; ML101_M89-L235', 'Transmedullary Y neuron 15; TmY15']"
720575940629545371,['Lamina wide field 2; Lawf2; FBbt_00110065']
720575940629547991,['DM5_dorsal']
720575940629548111,['Retinula axon 1-6; R1-6']
720575940629550441,['Lamina monopolar 2; L2']
720575940629551601,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940629559851,['TmY16; Transmedullary Y neuron 16; https://doi.org/10.1016/j.cub.2022.06.061']
720575940629566251,['Lobula Columnar neuron 22; LC22; Lcn22; FBbt_00111757']
720575940629568331,['VLPl2_ventral']
720575940629568771,['Dm10; Distal medullary amacrine neuron 10; FBbt_00110135']
720575940629572081,['Tm4; Transmedullary neuron 4; FBbt_00003792']
720575940629575921,['T4b; FBbt_00003733']
720575940629576451,"['unclassified_IN_FW_13', 'MD_SA1']"
720575940629578481,['T4b; FBbt_00003733']
720575940629579761,['Mi13; Medullary intrinsic neuron 13; FBbt_00111283']
720575940629579851,['Lamina monopolar 3; L3']
720575940629582441,"['Lamina monopolar cell 3, L3, FBbt_00003721 (Fischbach & Dittrich, 1989), missing soma and dendrites']"
720575940629582491,['T1']
720575940629587031,"['ORN_VL1; Ir75d; FBbt_00047054', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629587671,"['ALPN, multi_adPN']"
720575940629587791,['Mi8; Medullary intrinsic neuron 8; FBbt_00003783']
720575940629588891,['Mi1; Medullary intrinsic neuron 1; FBbt_00003776']
720575940629590071,['TmY3; Transmedullary Y neuron 3; FBbt_00003820']
720575940629590981,"['BM_InOm', 'eye_dorsal_MSB_FW_118']"
720575940629592571,['Lobula-Lobula Plate Columnar neuron 1; LLPC1; Lccn2; FBbt_00058227']
720575940629592731,['Retinula axon 1-6; R1-6']
720575940629595241,['T3; FBbt_00003730']
720575940629596521,['T2a; FBbt_00003729']
720575940629598521,['ascending 8B/10B']
720575940629599081,['Lamina monopolar 3; L3']
720575940629599591,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940629600271,['MeTu3c']
720575940629602501,"['BM_InOm', 'eye_MSB_FW_29']"
720575940629605481,['Lamina monopolar 5; L5']
720575940629620011,['Retinula axon; R1-6']
720575940629620421,"['BM_InOm', 'eye_dorsal_MSB_FW_99']"
720575940629620731,"['ORN_VA6; Or82a; FBbt_00067044', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629623351,['unclassified_IN_FW_421']
720575940629627241,['Lamina monopolar 3; L3']
720575940629628751,['Retinula axon 1-6; R1-6']
720575940629634921,['Retinula axon; R1-6']
720575940629640451,['Retinula axon; R1-6']
720575940629644291,['Pm3; Proximal medullary amacrine neuron 3; FBbt_00110066']
720575940629645391,['Centrifugal 2; C2; FBbt_00003743']
720575940629649411,['Lamina monopolar 1; L1']
720575940629655631,['Retinula axon 1-6; R1-6']
720575940629657931,['TuBu08']
720575940629661381,"['LPLC1, lobula plate-lobula columnar neuron 1, FBbt_00111762']"
720575940629662311,['Transmedullary 20; Tm20']
720575940629663951,['Proximal medulla 1a; Pm1a']
720575940629666971,"['OCG07; https://doi.org/10.7554/eLife.57443', 'S-neuron, OS-neurone, OCG07 (ocellar neurons with small diameter; part of comprehensive LPTC synaptic partner tracing by Chiappe Lab. OS-neurone naming from Nässel and Hagberg 1985)']"
720575940629667151,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940629668711,['Dm3; Distal medullary amacrine neuron 3; Fbbt_00003770']
720575940629669531,['LC10']
720575940629672041,['Proximal medulla 2; Pm2']
720575940629673771,['Retinula axon; R8']
720575940629674191,['Tm2; Transmedullary neuron 2; FBbt_00003790']
720575940629677391,['Y1; FBbt_00003912']
720575940629681411,['Lamina monopolar 2; L2']
720575940629682751,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940629689541,"['BM_InOm', 'eye_MSB_FW_199']"
720575940629691471,['Lamina monopolar 4; L4']
720575940629698151,['T1']
720575940629698551,['TmY4; Transmedullary Y neuron 4; FBbt_00003821']
720575940629701451,['mAL3']
720575940629703171,['Retinula axon; R1-6']
720575940629704041,"['(new type) Transmedullary 107_M7-L5b; Tm107_M7-L5b', '(new type) Transmedullary 101b_M78-L5; Tm101b_M78-L5']"
720575940629704791,"['Dm3p', 'Dm3; Distal medullary amacrine neuron 3; FBbt_00003770']"
720575940629717251,['Retinula axon; R1-6']
720575940629719811,['Retinula axon 1-6; R1-6']
720575940629720311,['T5d; FBbt_00003740']
720575940629722191,['Dm11; Distal medullary amacrine neuron 11; FBbt_00111272']
720575940629723241,['Lamina monopolar 2; L2']
720575940629724411,"['ORN_DM6; Or67a; FBbt_00067020', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629727991,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940629731371,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940629734231,['Mi9; Medullary intrinsic neuron 9; FBbt_00003784']
720575940629737731,['T2; FBbt_00003728']
720575940629737771,['Retinula axon; R1-6']
720575940629740111,['Retinula axon; R1-6']
720575940629741051,['new_clone_4']
720575940629741671,['T2; FBbt_00003728']
720575940629748891,"['medial ocellar retinula cell', 'ocellar retinula cell']"
720575940629750571,['Retinula axon; R1-6']
720575940629754411,['Retinula axon; R1-6']
720575940629758251,['Distal medullary 2; Dm2']
720575940629760871,['T4d; FBbt_00003735']
720575940629767161,"['ORN_DM6; Or67a; FBbt_00067020', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629771071,['Tm1; Transmedullary neuron 1; FBbt_00003789']
720575940629771111,"['transmedullary neuron Tm9, FBbt_00003797 (Fischbach and Dittrich 1989)']"
720575940629774071,['T4c; FBbt_00003734']
720575940629775311,['T4d; FBbt_00003735']
720575940629777411,['Retinula axon; R1-6']
720575940629780031,"['Transmedullary neuron 20, Tm20, Tm20, FBbt_00003808 (Fischbach & Dittrich, 1989)']"
720575940629783811,['Retinula axon 7; R7']
720575940629787651,"['Retinula axon; R7', 'R7']"
720575940629791311,['T4d; FBbt_00003735']
720575940629793691,['tm21']
720575940629805571,['Retinula axon; R1-6']
720575940629808911,"['ITP, ion transport peptide', 'Ion-transport peptide producing cell (ipc-1); Anterior Leucokinin neuron (ALK)']"
720575940629809231,['Retinula axon; R1-6']
720575940629810791,['Retinula axon: R 1-6']
720575940629814071,['T4c; FBbt_00003734']
720575940629815631,['Mi14; Medullary intrinsic neuron 14; FBbt_00111284']
720575940629820571,['Transmedullary 20; Tm20']
720575940629822531,['Mi4; Medullary intrinsic neuron 4; FBbt_00003779']
720575940629823531,['Lobula intrinsic 2; Li2']
720575940629828151,['SMPpv1']
720575940629829391,"['ORN_VC3m', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629836611,"['H-neuron (Lapraz et al. 2023), SLP-AB, SA1/2', 'LALv1']"
720575940629837671,['Transmedullary 20; Tm20']
720575940629842681,"['ORN_DM3; Or47a; FBbt_00067054', 'antennal lobe olfactory and thermo/hygrosensory receptor neuron (ALRN)']"
720575940629842691,['Retinula axon 1-6; R1-6']
720575940629845291,"['Lamina monopolar cell 2, L2, L2, FBbt_00003720 (Fischbach & Dittrich, 1989)']"
720575940629846841,['DM4_medial']
720575940629846981,['Transmedullary 7; Tm7']
720575940629850371,['Retinula axon 7 R7']
720575940629854521,"['aSP10c, aSP10C_b']"
720575940629854671,['LC10']
720575940629856471,['Tm9; Transmedullary neuron 9; FBbt_00003797']
720575940629859371,['Centrifugal 3; C3']
720575940629862811,['Retinula axon; R1-6']
